uid,title,types,sourceTypes,source,names,links,citations,identifiers,keywords
WOS:A1977CS68800165,CAN CONGRESS DEAL WITH CLIMATE CHANGE,['Abstract'],['Meeting Abstract'],"{'sourceTitle': 'BULLETIN OF THE AMERICAN PHYSICAL SOCIETY', 'publishYear': 1977, 'volume': '22', 'issue': '1', 'pages': {'range': '44-44', 'begin': '44', 'end': '44', 'count': 1}}","{'authors': [{'displayName': 'MOSS, TH', 'wosStandard': 'MOSS, TH', 'researcherId': 'DHX-4484-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977CS68800165&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0003-0503'},{'authorKeywords': []}
BCI:BCI197967013714,THE ECOLOGY PLANT GEOGRAPHIC POSITION AND ORIGIN OF THE FLORA OF THE CANARY ISLANDS,['Article'],['Article'],"{'sourceTitle': 'Beitraege zur Biologie der Pflanzen', 'publishYear': 1977, 'volume': '53', 'issue': '3', 'pages': {'range': '429-446', 'begin': '429', 'end': '446', 'count': 18}}",{'authors': [{'displayName': 'LOETSCHERT W'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197967013714&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0005-8041'},{'authorKeywords': []}
BCI:BCI197815027837,AN ANALYSIS OF INFLAMMATORY PROCESSES OF THE RESPIRATORY TRACT IN HOSPITALIZED UNITED-NATIONS EXPEDITIONARY FORCE SOLDIERS IN 1974-1977,['Article'],['Article'],"{'sourceTitle': 'Bulletin of the Institute of Maritime and Tropical Medicine in Gdynia', 'publishYear': 1977, 'volume': '28', 'issue': '3/4', 'pages': {'range': '163-167', 'begin': '163', 'end': '167', 'count': 5}}",{'authors': [{'displayName': 'PLUSA T'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197815027837&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]","{'issn': '0324-8542', 'pmid': '603815'}",{'authorKeywords': []}
WOS:A1977DA12800003,ESTIMATION OF RECENT CLIMATE CHANGE IN IRIANJAYA BY NUMERICAL MODELING OF ITS TROPICAL GLACIERS,['Article'],['Article'],"{'sourceTitle': 'ARCTIC AND ALPINE RESEARCH', 'publishYear': 1977, 'volume': '9', 'issue': '1', 'pages': {'range': '49-60', 'begin': '49', 'end': '60', 'count': 12}}","{'authors': [{'displayName': 'ALLISON, I', 'wosStandard': 'ALLISON, I', 'researcherId': 'I-4477-2015'}, {'displayName': 'KRUSS, P', 'wosStandard': 'KRUSS, P'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977DA12800003&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 34}]","{'doi': '10.2307/1550408', 'issn': '0004-0851'}",{'authorKeywords': []}
WOS:A1977CU15900022,"GLOBAL CLIMATE CHANGE DURING 13,500-BP GOTHENBURG GEOMAGNETIC EXCURSION",['Article'],['Article'],"{'sourceTitle': 'NATURE', 'publishYear': 1977, 'volume': '265', 'issue': '5593', 'pages': {'range': '430-431', 'begin': '430', 'end': '431', 'count': 2}}","{'authors': [{'displayName': 'FAIRBRIDGE, RW', 'wosStandard': 'FAIRBRIDGE, RW', 'researcherId': 'ESR-1037-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977CU15900022&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977CU15900022&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977CU15900022&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 28}]","{'doi': '10.1038/265430a0', 'issn': '0028-0836'}",{'authorKeywords': []}
WOS:A1977DU15400002,CLIMATE CHANGE AND WORLD PREDICAMENT - CASE-STUDY FOR INTERDISCIPLINARY RESEARCH,['Article'],['Article'],"{'sourceTitle': 'CLIMATIC CHANGE', 'publishYear': 1977, 'volume': '1', 'issue': '1', 'pages': {'range': '21-43', 'begin': '21', 'end': '43', 'count': 23}}","{'authors': [{'displayName': 'SCHNEIDER, SH', 'wosStandard': 'SCHNEIDER, SH', 'researcherId': 'DQY-0165-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977DU15400002&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977DU15400002&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977DU15400002&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 22}]","{'doi': '10.1007/BF00162775', 'issn': '0165-0009'}",{'authorKeywords': []}
WOS:A1977EC66400018,NOISE-LEVEL OF CLIMATE MODELS,['Article'],['Note'],"{'sourceTitle': 'JOURNAL OF THE ATMOSPHERIC SCIENCES', 'publishYear': 1977, 'volume': '34', 'issue': '11', 'pages': {'range': '1827-1831', 'begin': '1827', 'end': '1831', 'count': 5}}","{'authors': [{'displayName': 'FRANKIGNOUL, C', 'wosStandard': 'FRANKIGNOUL, C', 'researcherId': 'CPJ-4811-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977EC66400018&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977EC66400018&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977EC66400018&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 5}]","{'doi': '10.1175/1520-0469(1977)034<1827:OTNLOC>2.0.CO;2', 'issn': '0022-4928', 'eissn': '1520-0469'}",{'authorKeywords': []}
WOS:A1977EC66400016,COMMENTS ON CLIMATE CHANGE - APPRAISAL OF ATMOSPHERIC FEEDBACK MECHANISMS EMPLOYING ZONAL CLIMATOLOGY,['Article'],['Note'],"{'sourceTitle': 'JOURNAL OF THE ATMOSPHERIC SCIENCES', 'publishYear': 1977, 'volume': '34', 'issue': '11', 'pages': {'range': '1824-1826', 'begin': '1824', 'end': '1826', 'count': 3}}","{'authors': [{'displayName': 'HOYT, DV', 'wosStandard': 'HOYT, DV', 'researcherId': 'FEL-0723-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977EC66400016&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977EC66400016&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1977EC66400016&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 1}]","{'doi': '10.1175/1520-0469(1977)034<1824:COCAAO>2.0.CO;2', 'issn': '0022-4928'}",{'authorKeywords': []}
WOS:A1978EQ75700003,WHAT MIGHT MAN-INDUCED CLIMATE CHANGE MEAN,['Article'],['Article'],"{'sourceTitle': 'FOREIGN AFFAIRS', 'publishYear': 1978, 'volume': '56', 'issue': '3', 'pages': {'range': '500-520', 'begin': '500', 'end': '520', 'count': 21}}","{'authors': [{'displayName': 'COOPER, CF', 'wosStandard': 'COOPER, CF', 'researcherId': 'KFC-4006-2024'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EQ75700003&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EQ75700003&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EQ75700003&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 15}]","{'doi': '10.2307/20039915', 'issn': '0015-7120'}",{'authorKeywords': []}
BCI:BCI197968029292,LATITUDE AND LONGITUDE DISJUNCTIONS IN THE RANGES OF EURASIAN DRAGONFLIES ODONATA INSECTA AND THEIR ORIGIN,['Article'],['Article'],"{'sourceTitle': 'Izvestiya Sibirskogo Otdeleniya Akademii Nauk SSSR Seriya Biologicheskikh Nauk', 'publishYear': 1978, 'volume': '5', 'issue': '1', 'pages': {'range': '114-118', 'begin': '114', 'end': '118', 'count': 5}}","{'authors': [{'displayName': 'BELYSHEV B F'}, {'displayName': 'KHARITONOV A YU'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197968029292&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 1}]",{'issn': '0568-6547'},{'authorKeywords': []}
WOS:A1978FM37300001,RESPONSE OF SPRING WHEAT YIELD TO ANOMALOUS CLIMATE SEQUENCES IN UNITED-STATES,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF APPLIED METEOROLOGY', 'publishYear': 1978, 'volume': '17', 'issue': '8', 'pages': {'range': '1101-1115', 'begin': '1101', 'end': '1115', 'count': 15}}","{'authors': [{'displayName': 'STARR, TB', 'wosStandard': 'STARR, TB', 'researcherId': 'DXW-7337-2022'}, {'displayName': 'KOSTROW, PI', 'wosStandard': 'KOSTROW, PI', 'researcherId': 'FIY-0380-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FM37300001&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FM37300001&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FM37300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 14}]","{'doi': '10.1175/1520-0450(1978)017<1101:TROSWY>2.0.CO;2', 'issn': '0894-8763'}",{'authorKeywords': []}
WOS:A1978ES70800456,BLOCKING AS A MECHANISM IN DYNAMICS OF CLIMATE CHANGE,['Abstract'],['Meeting Abstract'],"{'sourceTitle': 'TRANSACTIONS-AMERICAN GEOPHYSICAL UNION', 'publishYear': 1978, 'volume': '59', 'issue': '4', 'pages': {'range': '294-294', 'begin': '294', 'end': '294', 'count': 1}}","{'authors': [{'displayName': 'FREEMAN, JC', 'wosStandard': 'FREEMAN, JC', 'researcherId': 'CPQ-2318-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978ES70800456&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0002-8606'},{'authorKeywords': []}
BCI:BCI197968001710,ECTO PARASITES OF SMALL MAMMALS AND INHABITANTS OF THEIR NESTS IN VIRGIN AND CULTIVATED BIOTOPES IN RELATION TO THE AGRICULTURAL ACTIVITY OF MAN,['Article'],['Article'],"{'sourceTitle': 'Vestnik Zoologii', 'publishYear': 1978, 'issue': '2', 'pages': {'range': '51-54', 'begin': '51', 'end': '54', 'count': 4}}",{'authors': [{'displayName': 'SKLYAR V E'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197968001710&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 1}]",{'issn': '0084-5604'},{'authorKeywords': []}
ZOOREC:ZOOR11500025372,The phlebotomine sandflies (Diptera: Psychodidae) of the oriental region.,['Article'],['Article'],"{'sourceTitle': 'BULLETIN OF THE BRITISH MUSEUM (NATURAL HISTORY) ENTOMOLOGY SUPPLEMENT', 'publishYear': 1978, 'volume': '37', 'issue': '6', 'pages': {'range': '217-343', 'begin': '217', 'end': '343', 'count': 127}}","{'authors': [{'displayName': 'Lewis, D.J.'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=ZOOREC:ZOOR11500025372&DestLinkType=FullRecord&DestApp=ZOOREC'},"[{'db': 'WOK', 'count': 211}]",{'issn': '0524-6431'},{'authorKeywords': []}
WOS:A1978FY55000005,OCEAN TEMPERATURES - PRECURSORS OF CLIMATE CHANGE,['Article'],['Article'],"{'sourceTitle': 'OCEANUS', 'publishYear': 1978, 'volume': '21', 'issue': '4', 'pages': {'range': '27-32', 'begin': '27', 'end': '32', 'count': 6}}","{'authors': [{'displayName': 'BARNETT, TP', 'wosStandard': 'BARNETT, TP', 'researcherId': 'CFI-7434-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FY55000005&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 2}]",{'issn': '0029-8182'},{'authorKeywords': []}
WOS:A1978EJ29600005,GLOBAL AIR-POLLUTION AND CLIMATE CHANGE,['Article'],['Article'],"{'sourceTitle': 'IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING', 'publishYear': 1978, 'volume': '16', 'issue': '1', 'pages': {'range': '44-50', 'begin': '44', 'end': '50', 'count': 7}}","{'authors': [{'displayName': 'KELLOGG, WW', 'wosStandard': 'KELLOGG, WW', 'researcherId': 'CWX-4646-2022'}, {'displayName': 'SCHNEIDER, SH', 'wosStandard': 'SCHNEIDER, SH', 'researcherId': 'DQY-0165-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EJ29600005&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EJ29600005&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EJ29600005&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 9}]","{'doi': '10.1109/TGE.1978.294524', 'issn': '0196-2892'}",{'authorKeywords': []}
WOS:A1978EN18400032,SAND DESERTS DURING GLACIAL MAXIMUM AND CLIMATIC OPTIMUM,['Article'],['Article'],"{'sourceTitle': 'NATURE', 'publishYear': 1978, 'volume': '272', 'issue': '5648', 'pages': {'range': '43-46', 'begin': '43', 'end': '46', 'count': 4}}","{'authors': [{'displayName': 'SARNTHEIN, M', 'wosStandard': 'SARNTHEIN, M', 'researcherId': 'FWQ-2255-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EN18400032&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EN18400032&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978EN18400032&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 363}]","{'doi': '10.1038/272043a0', 'issn': '0028-0836', 'eissn': '1476-4687'}",{'authorKeywords': []}
WOS:A1978FA47900007,"STABLE ISOTOPE GEOCHEMISTRY OF SPELEOTHEMS AND CAVE WATERS FROM FLINT RIDGE-MAMMOTH CAVE SYSTEM, KENTUCKY - IMPLICATIONS FOR TERRESTRIAL CLIMATE CHANGE DURING PERIOD 230,000 TO 100,000 YEARS BP",['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF GEOLOGY', 'publishYear': 1978, 'volume': '86', 'issue': '3', 'pages': {'range': '373-384', 'begin': '373', 'end': '384', 'count': 12}}","{'authors': [{'displayName': 'HARMON, RS', 'wosStandard': 'HARMON, RS', 'researcherId': 'CVC-8515-2022'}, {'displayName': 'SCHWARCZ, HP', 'wosStandard': 'SCHWARCZ, HP', 'researcherId': 'FWE-4837-2022'}, {'displayName': 'FORD, DC', 'wosStandard': 'FORD, DC', 'researcherId': 'DXU-8148-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FA47900007&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FA47900007&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FA47900007&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 43}]","{'doi': '10.1086/649697', 'issn': '0022-1376', 'eissn': '1537-5269'}",{'authorKeywords': []}
MEDLINE:649429,[The possibility of climate change due to the increasing CO2 content in the atmosphere].,['Article'],['Journal Article'],"{'sourceTitle': 'Hippokrates', 'publishYear': 1978, 'publishMonth': 'May', 'volume': '49', 'issue': '2', 'pages': {'range': '176-8', 'begin': '176', 'end': '8'}}","{'authors': [{'displayName': 'Georgii, H W'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=MEDLINE:649429&DestLinkType=FullRecord&DestApp=MEDLINE'},"[{'db': 'WOK', 'count': 0}]","{'issn': '0018-2001', 'pmid': '649429'}",{'authorKeywords': []}
WOS:A1978FF15200014,INTERNALLY AND EXTERNALLY CAUSED CLIMATE CHANGE,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF THE ATMOSPHERIC SCIENCES', 'publishYear': 1978, 'volume': '35', 'issue': '6', 'pages': {'range': '1111-1122', 'begin': '1111', 'end': '1122', 'count': 12}}","{'authors': [{'displayName': 'ROBOCK, A', 'wosStandard': 'ROBOCK, A', 'researcherId': 'B-6385-2016'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FF15200014&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FF15200014&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FF15200014&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 86}]","{'doi': '10.1175/1520-0469(1978)035<1111:IAECCC>2.0.CO;2', 'issn': '0022-4928'}",{'authorKeywords': []}
MEDLINE:754267,[Diseases related to group tours. Combined Spanish-Scottish study].,"['Abstract', 'Article']","['English Abstract', 'Journal Article']","{'sourceTitle': 'Revista de sanidad e higiene publica', 'publishYear': 1978, 'volume': '52', 'issue': '7-8', 'pages': {'range': '1037-50', 'begin': '1037', 'end': '50'}}","{'authors': [{'displayName': 'Reid, D'}, {'displayName': 'Grist, N R'}, {'displayName': 'Najera, R'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=MEDLINE:754267&DestLinkType=FullRecord&DestApp=MEDLINE'},"[{'db': 'WOK', 'count': 0}]","{'issn': '0034-8899', 'pmid': '754267'}",{'authorKeywords': []}
WOS:A1978FH82200038,NEOLITHIC HYPERARID PERIOD PRECEDED PRESENT CLIMATE OF CENTRAL SAHEL,['Article'],['Article'],"{'sourceTitle': 'NATURE', 'publishYear': 1978, 'volume': '274', 'issue': '5669', 'pages': {'range': '356-358', 'begin': '356', 'end': '358', 'count': 3}}","{'authors': [{'displayName': 'DUMONT, HJ', 'wosStandard': 'DUMONT, HJ', 'researcherId': 'CNB-0470-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FH82200038&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FH82200038&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FH82200038&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 18}]","{'doi': '10.1038/274356a0', 'issn': '0028-0836'}",{'authorKeywords': []}
WOS:A1978FM75300020,CLIMATE CHANGE - DETECTION AND ITS IMPACT ON HYDROLOGIC DESIGN,['Article'],['Article'],"{'sourceTitle': 'WATER RESOURCES RESEARCH', 'publishYear': 1978, 'volume': '14', 'issue': '4', 'pages': {'range': '679-687', 'begin': '679', 'end': '687', 'count': 9}}","{'authors': [{'displayName': 'LETTENMAIER, DP', 'wosStandard': 'LETTENMAIER, DP', 'researcherId': 'F-8780-2011'}, {'displayName': 'BURGES, SJ', 'wosStandard': 'BURGES, SJ', 'researcherId': 'GAA-6408-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FM75300020&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FM75300020&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FM75300020&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 35}]","{'doi': '10.1029/WR014i004p00679', 'issn': '0043-1397'}",{'authorKeywords': []}
WOS:A1978FT30200030,EXPLOSIVE VOLCANIC ERUPTION IN SOUTHERN-HEMISPHERE IN 1928,['Article'],['Article'],"{'sourceTitle': 'NATURE', 'publishYear': 1978, 'volume': '275', 'issue': '5681', 'pages': {'range': '630-632', 'begin': '630', 'end': '632', 'count': 3}}","{'authors': [{'displayName': 'HOYT, DV', 'wosStandard': 'HOYT, DV', 'researcherId': 'FEL-0723-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FT30200030&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FT30200030&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FT30200030&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 21}]","{'doi': '10.1038/275630a0', 'issn': '0028-0836', 'eissn': '1476-4687'}",{'authorKeywords': []}
WOS:A1978FY38700001,CLIMATE MODELING THROUGH RADIATIVE-CONVECTIVE MODELS,['Review'],['Review'],"{'sourceTitle': 'REVIEWS OF GEOPHYSICS', 'publishYear': 1978, 'volume': '16', 'issue': '4', 'pages': {'range': '465-489', 'begin': '465', 'end': '489', 'count': 25}}","{'authors': [{'displayName': 'RAMANATHAN, V', 'wosStandard': 'RAMANATHAN, V', 'researcherId': 'V-6291-2017'}, {'displayName': 'COAKLEY, JA', 'wosStandard': 'COAKLEY, JA', 'researcherId': 'ERW-4755-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FY38700001&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FY38700001&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1978FY38700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 211}]","{'doi': '10.1029/RG016i004p00465', 'issn': '8755-1209'}",{'authorKeywords': []}
