PMID,Title,Abstract,Year,Authors,Journal
40972299,Data-driven optimization of county-scale straw management for low-carbon and income-enhancing rice production in China.,"Returning straw to soil after harvest is not a simple binary decision for agricultural stakeholders. Optimizing straw management under site-specific conditions is crucial to balance the trade-off between climatic changes mitigation and food security in rice production. Here, we developed an integrated framework to determine the optimal ratios of straw return and removal across major rice-cropping regions in China. Using machine learning (ML) models, we identified site-specific straw return ratios that minimize greenhouse gas (GHG) emissions without compromising rice yield. Additionally, a complementary straw logistics model was proposed to manage excess straw instead of burning. Among five ML models evaluated, XGBoost demonstrated superior performance in predicting the impact of straw return on CH<sub>4</sub> and N<sub>2</sub>O emissions, soil organic carbon sequestration rate and rice yield. In single rice systems, a high straw return rate of 73 % resulted in an average yield increases of 26.5 % and a net reduction in GHG emissions by 105 %. In contrast, our model recommends prioritizing straw removal in double rice systems due to difficulties in balancing yield-emission trade-offs. The net ecosystem economic benefit (NEEB) analysis revealed that economic gains from increased yields and reduced nitrogen fertilizer use outweighed the costs of straw collection and off-field transportation. Notably, the current social cost of carbon contributed minimally to total economic benefits, despite substantial GHG mitigation benefits realized through ML-guided strategies. Overall, this study highlights the potential of site-specific, data-driven straw management to promote sustainable agricultural development in China.",2025,Qianying Wu; Shangkun Liu; Ruitao Lou; Zhiming Qi; Rongnian Tang; Qianjing Jiang; Yong He,Journal of environmental management
40972296,Climate adaptation in the Colorado Plateau region: Insights from natural resource practitioners on adaptation planning and current challenges.,"Climate adaptation has been interpreted and applied in various ways within natural resource management. Previous research has not fully addressed how these different interpretations by individuals and agencies affect adaptation planning and efforts. Our study aims to address these challenges by investigating barriers to defining and interpreting adaptation comprehensively, utilizing the conceptual foundation of transformative adaptation. We used a mixed-methods research approach involving semi-structured interviews and a survey. The research participants were natural resource practitioners working on the public lands on the Colorado Plateau in the Southwestern U.S. Results showed that current land management strategies utilized by federal and state agencies pose challenges for adopting effective climate adaptation actions, and the concept of adaptation is applied and utilized in diverse ways that are not always beneficial to ecological adaptation. Our analysis indicates that current federal policies and pre-existing management priorities are central barriers to proactive adaptation in the region, where novel approaches were limited in favor of business-as-usual practices. Our study builds on existing literature that shows a present gap in natural resource planning and action on the ground due to barriers to defining adaptation, as well as how adaptation is often used to conduct business-as-usual strategies instead of taking proactive actions.",2025,Anna Lynn Vaughn; Brian Petersen,Journal of environmental management
40972211,Valve gaping behavior of bivalves under compound marine heatwaves and acidification extremes.,"Rapid increases in atmospheric carbon dioxide have led to more frequent and severe extreme weather events, such as marine heatwaves (MHWs) and ocean acidity extremes (OAXs), which can devastate marine ecosystems and cause significant socioeconomic impacts. Infaunal bivalves are crucial for benthic-pelagic coupling in marine ecosystems, yet their responses to extreme weather events are poorly understood. In this study, we employed high-frequency, non-invasive valvometry to investigate how Manila clams (Ruditapes philippinarum) behave in response to MHWs and OAXs. Long-term, real-time monitoring showed that initial exposure to MHWs notably reduced valve-gaping activity, though these effects diminished with repeated exposure. OAXs alone significantly impacted the proportion of open valves, but when combined with MHWs, they had a more pronounced effect on individual valve-gaping activity. These results suggest that Manila clam behavior is sensitive to both MHWs and OAXs, particularly when occurring together, highlighting the potential for developing an early-warning system based on valvometry.",2025,Yang Xu; Xin Luo; Yu He; Xiaoning Zang; Weiguo Lin; Yong Liu; Liqiang Zhao,Marine environmental research
40972210,"Reef geomorphology, hydrodynamic energy and coral morphology influence recovery after bleaching.","As climate change intensifies, mass coral bleaching events are becoming more frequent and severe, driving global reef decline. Post-bleaching outcomes vary widely across reef systems and individual colonies, complicating conservation efforts. Few studies integrate physical factors (site-specific geomorphology, hydrodynamics) with biological ones (coral physiology) to understand their interactions and combined effects on coral recovery. This study examines how local environmental conditions and coral traits influence post-bleaching outcomes at One Tree Reef in the southern Great Barrier Reef, following the extreme 2024 heatwave. Surveys were conducted during and after the bleaching event across three geomorphically distinct sites with varying hydrodynamics. To assess coral response, 462 colonies were tagged and monitored over nine months post heat-stress. Coral responses were compared between two morphotypes - simple and complex - based on how they interact with water flow. Results show that geomorphology and water flow modulate seawater temperatures and strongly influence coral recovery. The site with the greatest depth range (3-5 m) and highest flow had the highest number of healthy corals nine months post-bleaching, although outcomes were not stratified by depth. Between the two shallower sites (1-3 m), the one exposed to swell waves supported greater recovery over the following months, while the site with no wave energy experienced high mortality. Both simple and complex morphotypes benefited from higher hydrodynamic energy, with simple colonies generally more resilient to heat stress. These findings emphasise the importance of physical site-specific characteristics in coral resilience and can guide more effective conservation and restoration strategies under future climate stress.",2025,Liav Meoded-Stern; Ana Paula Silva; Shawna A Foo; Alexander Waller; Maria Byrne; Ana Vila-Concejo,Marine environmental research
40972205,Risk-based framework to determine climate-informed design storms for road drainage infrastructure.,"Climate change is amplifying extreme precipitation events in many regions and imposes substantial challenges for the resilience of road drainage infrastructure. Conventional design storm methodologies, which rely on historical trends of rainfall data under a stationarity assumption, may not adequately account for future climate change and variability. This study introduces a risk-based framework for determining climate-informed design storms tailored to road drainage systems. The proposed framework integrates climate model projections with risk assessment to quantify the potential impacts of future extreme rainfall on drainage performance and adjust the future design storm, with a focus on the province of Ontario, Canada. Projected precipitation changes for mid- and late-century time horizons are quantified using statistically downscaled CMIP6 General Circulation Models (GCMs). The risk level is defined as a function of hazard and vulnerability, where hazard combines both physiographic and meteorological factors. Vulnerability is composed of socioeconomic, transportation, and environmental considerations. To systematically integrate these components, a weighting scheme is developed based on a sensitivity analysis of the criteria, which provides flexibility in assigning relative importance to each factor. The estimated risk level is then applied to adjust projected design storm accordingly. The proposed workflow is demonstrated through both province-wide and site-specific applications across Ontario's road network to better highlight its scalability and adaptability. The findings signify the necessity of shifting from static, stationarity-based design methodologies to dynamic, risk-informed approaches that enhance the long-term resilience of transportation networks.",2025,Mohammad Fereshtehpour; Rashid Bashir; Neil F Tandon,The Science of the total environment
40972192,"Assessing the impact of digitalization, geography, and digital mobility on air pollution in Europe & Central Asia: A climate change perspective.","Air pollution has increasingly become a significant driver of global warming, particularly due to the rapid expansion of industrial activities and unsustainable urbanization. This study aims to examine the influence of digitalization, digital mobility, and geography on air pollution across 40 European & Central Asian countries, using Panel-Corrected Standard Errors (PCSEs) to analyze panel data from 1995 to 2023. The findings reveal that, individually, digitalization, digital mobility, and geographical factors significantly contribute to increased air pollution levels in the region, resulting in rising temperatures and posing serious risks to human health and the environment. Notably, while underdeveloped digital infrastructure may amplify the environmental burden-particularly when compounded by geographic constraints-advanced digitalization can mitigate pollution through more efficient digital mobility and cleaner technologies. Moreover, the threshold effect suggests that digitalization must reach a sufficient level to mitigate effectively or potentially exacerbate the intensifying impact of digital mobility and geographical constraints on air pollution. Additionally, the analysis finds bidirectional causality between air pollution and the main explanatory variables: digitalization, digital mobility, and geography. Conversely, control variables such as fixed capital formation and GDP are associated with reductions in air pollution, while final consumption and population growth are found to exacerbate it. Policymakers are encouraged to leverage digital transformation not only for economic growth but also as a strategic tool to combat climate change and support sustainable development.",2025,Umer Shahzad; Changhong Miao,The Science of the total environment
40971986,Photoperiod does not affect thermal acclimation of shoot-scale gas exchange but is important for shoot development in cuttings of Norway spruce (Picea abies (L.) H. Karst).,"The growth of boreal trees is expected to benefit from increasing global temperatures through enhanced photosynthetic rates and longer growing seasons. However, since photoperiod is independent of climate change, it may limit the expected growth benefits from a longer growing season and could thus constrain boreal trees' physiological responses to warming. We carried out a growth chamber experiment on two-year-old Norway spruce (Picea abies) cuttings from two latitudinal origins to investigate the interaction between day length (20/4 hours vs 14/10 hours light/dark) and enhanced temperatures (25/20 °C vs 15/10 °C day/night) on height growth, bud development and shoot-scale gas exchange. Height growth was greater under longer day length while bud development occurred faster both under longer day length and higher growth temperature. Growth temperature did not have a significant effect on the light-saturated photosynthetic rate but higher growth temperature resulted in lower dark respiration rate. Cuttings in the low growth temperature treatment exhibited higher apparent quantum yields indicating that lower growth temperature benefited net carbon uptake under low light availability, such as the conditions experienced by seedlings growing in the forest understory. Day length did not influence the thermal acclimation of shoot-scale gas exchange. The two populations from different origins did not differ in the measured parameters, except for a higher dark respiration rate in the high latitude cuttings. Overall, while day length did not affect the thermal acclimation of photosynthetic processes, it appears to constrain height growth and bud development, thereby reducing the potential performance benefit of a warming-induced lengthening of the growing season.",2025,Astrid Fridell; Göran Wallin; Curt Almqvist; Lasse Tarvainen,Tree physiology
40971876,"Discrepancy between active trachoma and tests of chlamydial infection in Alto Amazonas, Peru.","Trachoma mapping in Latin America is incomplete, especially in indigenous communities of the Amazon thought to be at highest risk. The aim of this study was to determine the prevalence of clinical, microbiological, and serologic evidence of trachoma in a remote area of the Peruvian Amazon. A population-based sample of households from rural communities in Alto Amazonas province was selected using two-stage cluster sampling. In children aged 1-9 years, conjunctival photographs, conjunctival swabs, and dried blood spots were collected. Photographs were graded for trachomatous inflammation-follicular (TF). Swabs were processed for Chlamydia trachomatis with a nucleic acid amplification test. Dried blood spots were assessed for antibody responses to C. trachomatis with a multiplex bead assay. A total of 778 children aged 1-9 years from 21 communities participated. The age-adjusted prevalence of TF among 1-9-year-old children was 25.4% (95%CI 21.3-29.5%), compared with 0.8% (95%CI 0.5-1.0%) for ocular C. trachomatis and 6.6% (95%CI 4.5-9.0%) for Pgp3-specific antibodies to C. trachomatis. This region of the Peruvian Amazon had a high burden of clinical trachoma but low levels of C. trachomatis ocular infection and seropositivity.",2025,John M Nesemann; Noelia Morocho-Alburqueque; Alvaro Quincho-Lopez; Dionna M Wittberg; Harvy A Honorio-Morales; Salomón Durand; Martha Idalí Saboyá-Díaz; Silver K Vargas; Fisseha Admassu; Ana Bakthiari; Cristina Jimenez; Emma M Harding-Esch; Sandra L Talero; Marlene Muñoz; Anthony W Solomon; Jeffrey D Klausner; Andres G Lescano; Jeremy D Keenan,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
40971633,Inclusion of climate change and planetary health in masters of public health curricula in the UK.,"Due to the many health impacts of climate change, it is imperative to equip public health professionals with the skills and knowledge to work on climate mitigation and adaptation. However, it is unclear to what extent Masters of Public Health (MPH) include climate change and related subjects in their curricula. A survey was sent to MPH directors in the UK with questions about inclusion of climate change and related subjects in the curriculum. Russell group universities and those commissioned by NHS England Workforce, Training and Education were invited to take part. A total of 27 MPH courses were included (100% response rate). Climate change and related subjects were included in optional or core modules on other subjects, with health protection and health improvement being the most common. Two MPHs had only one lecture/seminar on climate change and one MPH did not cover these topics in the syllabus. The most common subject included in curricula was climate change (24, 89%). Most MPH directors wanted to increase the inclusion of climate change and planetary health in the curriculum (12, 55%) but could not do so due to lack of space within an already overloaded curriculum (10, 37%). Despite the recognition of the importance of climate change and health education by MPH course directors, the inclusion of those subjects in curricula remains variable and not as thorough as required given the importance of the topic. Addressing barriers is warranted to enable public health professionals to gain the required skills in climate mitigation and adaptation.",2025,Ana-Catarina Pinho-Gomes; Cecilia Sorensen; Danielly de Paiva Magalhães; Shakoor Hajat; Harry Rutter,European journal of public health
40971202,Factors relating to climate change anxiety in women at reproductive age: A CHAID analysis.,"This study aimed to determine the factors relating to climate change anxiety in women at reproductive age. This study is descriptive and cross-sectional. This study included 351 women aged 18-45 years. Data were collected via face to face interviews using the 'Women's Descriptive Characteristics and Climate Change Perception Assessment Form' and 'Climate Change Anxiety Scale for Women's Health' between June and October 2024 at a family health center in Mersin province of Türkiye. Data analysis included descriptive statistical methods and chi-squared automatic ınteraction detector analysis. The average age of the women was 27.91 ± 8.30 years (n = 351). The Climate Change Anxiety Scale for Women's Health mean score was 52.46 ± 17.19. Women's experience of anxiety regarding the negative consequences of climate change affected the scale and all sub-dimensions (physiological health, behavior, and gender) (p < 0.05). Health professionals should provide information and assessments including the effects of climate change on health in care services. They should plan interventions to reduce women's anxiety levels towards climate change.",2025,Tuğçe Sönmez; Enes Karaman,Revista da Escola de Enfermagem da U S P
40970595,Prevention or relief? Voters' support for disaster policies.,"Researchers have argued that preventing disasters is more efficient than providing relief. Yet, previous scholarship has found that voters in the United States reward politicians more for relief than for prevention policies. It is unclear, however, whether they truly favour relief policies or if they are simply more aware of them. In this article we report on an experiment in which American participants read about a fictional community facing a threat of flood and then rated their support for a disaster policy. Across conditions, we manipulated whether the policy is for relief or prevention, and whether the citizens are cooperative or uncooperative with respect to government policies. We found that participants did not support relief more than prevention; in fact, they favoured prevention when citizens were uncooperative. In addition, participants were less supportive of relief for uncooperative as compared to cooperative citizens, while cooperativeness did not affect support for the prevention policy.",2026,H Hana Kim; James Cragun; Peter DeScioli,Disasters
40970586,Response of nitrogen-fixing plant symbioses to changing temperature.,"Symbiotic nitrogen fixation (SNF) is an effective strategy for legumes and actinorhizal plants to acquire atmospheric nitrogen (N<sub>2</sub>) for their growth and development. Like other enzymatic processes in roots, the efficiency of SNF is highly dependent on soil temperature. Since global atmospheric temperature change also affects soil temperature, it is essential to know the temperature response of different types of plant-microbial symbioses capable of SNF at the molecular, physiological, and ecosystem levels on air and soil temperature changes. This is of particular significance, because the ability of nitrogen-fixing microbial symbionts to deal with temperature changes in the soil can affect growth and development of legumes and actinorhizal plants and, hence, the sustainability of ecosystems in a changing climate. However, temperature response may differ between different groups of nitrogen-fixing microbial symbionts (e.g., rhizobia vs. Frankia) and between different strains of the same microbial symbiont. In the present review, we summarize current knowledge on the temperature response of SNF, describe unexplored research topics, and propose future basic and applied research avenues under controlled conditions and in field studies. It provides a holistic view on the subject to encourage interdisciplinary research on this subject which has been largely neglected during the last decades, but of increasing significance due to global climate change.",2025,Tong Peng; Heinz Rennenberg; Bin Hu,Journal of integrative plant biology
40970515,"Climate-Driven Variability in Flowering Phenology Changes Across Subtropical Mountains: Traits, Elevation Shifts, and Biogeographic Patterns.","Flowering phenology has major impacts on physiological processes, survival, and reproductive success in angiosperms, serving as a critical biological indicator of climate change impacts. However, changes in flowering phenology and their determinants in subtropical montane ecosystems remain poorly quantified at continental extents. Here we investigated the determinants of flowering phenology shifts over the past century across 11 subtropical mountains in China. Based on century-long herbarium collections of 784 flowering plant species in these mountains, we first used linear regression models to assess the magnitude and direction of changes in flowering time for each species in each mountain separately. Then, we investigated the underlying drivers of changes in flowering time, including climate changes, species traits as well as changes in species elevation range size. Our analyses revealed an average advancement in flowering phenology of 3.8 days per decade, though marked regional disparities emerged: flowering times were advanced in southeastern mountains but delayed in southwestern ones. Climate change, species functional traits, and mountain properties all had significant effects on the observed changes in flowering time. Notably, the flowering time of lowland and non-native plants was advanced more than that of alpine and native plants. A key finding was the negative correlation between flowering time changes and elevational range expansions, supporting the hypothesis that phenological plasticity facilitates range adjustments under environmental change. These findings demonstrate that flowering phenological responses are context-dependent, mediated by complex biotic-abiotic interactions. Our study provides the first biogeographical assessment of flowering phenology shifts in subtropical Asian mountains, offering critical insights for predicting ecosystem stability and informing biodiversity conservation strategies under ongoing climate change.",2025,Kuiling Zu; Zhiheng Wang; Fusheng Chen; Jonathan Lenoir; Xiangmin Fang; Fangchao Wang; Wensheng Bu; Jianjun Li; Yuan Luo; Yunyun Wang; Wenqi Song,Global change biology
40970348,Homoploid Hybrid Speciation in a Marine Pelagic Fish.,"Homoploid hybrid speciation (HHS) is an enigmatic evolutionary process where new species arise through hybridisation of divergent lineages without changes in chromosome number. Although increasingly documented in various taxa and ecosystems, convincing cases of HHS in marine fishes have been lacking. This study presents a possible case of HHS in a pelagic marine fish based on comprehensive genomic, morphological, and ecological analyses. Population genomics, species tree estimation, and tests of introgression and admixture identified three sympatric clusters in Megalaspis cordyla in the western Pacific and the admixed nature of one cluster between the others. Moreover, model-based demographic inference favoured a hybrid speciation scenario over introgression for the origin of the admixed cluster. While contemporary gene flow suggested partial reproductive isolation, examination of occurrence data and ecologically relevant morphological characters suggested ecological differences between the clusters, potentially contributing to the reproductive isolation and niche partitioning in sympatry. The clusters are also morphologically distinguishable and thus can be taxonomically recognised as separate species. The hybrid cluster is restricted to the coasts of Taiwan and Japan, where all three clusters coexist. The parental clusters are additionally found in lower latitudes, where they display non-overlapping distributions. Given the geographical distributions, estimated times of species formation, and patterns of historical demographic changes, we propose that the Pleistocene glacial cycles were the primary driver of HHS in this system. We also develop an ecogeographic model of HHS in marine coastal ecosystems, including a novel hypothesis to explain the initial stages of HHS.",2025,Nozomu Muto; Yong-Chao Su; Harutaka Hata; Nguyen Van Quan; Veera Vilasri; Mazlan Abd Ghaffar; Ricardo P Babaran,Molecular ecology
40970343,"Post-fledging ecology of birds: emergent patterns, knowledge gaps, and future frontiers.","The post-fledging period - the time between a juvenile bird leaving its nest and dispersing or migrating from its natal site - is a critical yet challenging aspect of avian ecology to study. Past reviews have advanced our knowledge of the post-fledging period by focusing on a particular topic or taxon but have yet to describe patterns of survival and behaviour across the entire post-fledging literature. Here we review research on the post-fledging ecology of birds across taxa to (i) synthesize emergent patterns, (ii) highlight critical knowledge gaps, and (iii) identify promising future frontiers in research. Our review revealed a general dichotomy in the post-fledging literature, with studies on altricial and precocial birds using different terminology and rarely citing one another. Consequently, we compared the post-fledging ecology of altricial and precocial birds while synthesizing patterns and knowledge gaps in the literature. We showed that altricial and precocial birds share many similarities in their post-fledging behaviour, movement, habitat use, parental care, and survival, despite key differences in their ontogenies (e.g. development in the egg and nestling period length). In particular, altricial and precocial birds showed similar trends in fledgling survival with age (positive association), exhibit similarities in selecting post-fledging habitat (often selecting for denser, more complex vegetation that provides cover), and in movement strategies (moving less at younger age to avoid predator detection). Differences were also apparent, with altricial and precocial birds differing in key traits that carry over from the nesting stage to influence fledgling survival (e.g. mass versus wing development). Nevertheless, differences in descriptions of the post-fledging period have, in part, resulted in studies on altricial and precocial birds being disconnected in the literature, highlighting a need for a unifying, standardized terminology for the period after birds leave the nest. Comparative studies and meta-analyses across the altricial-precocial spectrum are also needed to bridge the two worlds. The post-fledging field has grown steadily over the past few decades, but this life-history stage remains understudied for nearly 90% of avian taxa and important frontiers remain largely unexplored: understudied geographical regions and taxa, brood parasites, ecophysiology, impacts of urbanization and climate-induced environmental change, and impacts of technology used to study this period. Our review emphasizes the importance of the post-fledging period for avian population dynamics and life histories, and highlights the great potential of research into this key developmental stage to advance our understanding of the ecology, evolution, and conservation of birds.",2025,Todd M Jones; Sara A Kaiser; T Scott Sillett,Biological reviews of the Cambridge Philosophical Society
40970290,"Lessons From Federally Qualified Health Centers in the US Territories on Managing Non-Communicable Diseases in the Setting of Disasters: A Qualitative Study Using the Exploration, Preparation, Implementation, Sustainment (EPIS) Framework.","This study examines disaster preparedness and response in Federally Qualified Health Centers (FQHCs), which serve vulnerable populations, including individuals with non-communicable diseases (NCDs). Hurricanes Irma and Maria revealed gaps in chronic disease management, contributing to significant mortality. Climate change will likely exacerbate these challenges, necessitating a deeper understanding of preparedness factors. Using the Exploration, Preparation, Implementation, Sustainment (EPIS) framework, we conducted a qualitative study of 2 FQHCs in Puerto Rico and the U.S. Virgin Islands, analyzing inner (leadership, organizational culture, and staff dynamics) and outer (funding, networks, and policies) contextual factors. Twenty-four semi-structured interviews were analyzed thematically utilizing the EPIS framework. Interviews with 24 staff members highlighted strong leadership valuing both employees and patients, prior disaster experience, and a culture of continuous improvement as essential for preparedness. Personal support systems improved staff engagement, while external collaborations with relief organizations enhanced response efforts. Flexible policies allowing access to medication and healthcare services beyond insurance coverage were critical for NCD patients during disasters. The EPIS framework successfully contextualized chronic disease management in extreme weather events, identifying strategies to mitigate climate-related health disparities. Strengthening inter-organizational networks and policy adaptability can enhance FQHC resilience, ensuring continued care for at-risk populations during disasters.",2025,Saria Hassan; Michelle Teresa Wiciak; Karla Escobar; Tess Richards; Hector Villanueva; Dabney P Evans; Marcella Nunez-Smith; Adithya Cattamanchi,Journal of primary care & community health
40970215,A systematic review of food-environment interactions in catchment models.,"This paper provides a systematic review of food-environment interactions in catchment models, focusing on the complex relationships between land use, ecosystem services, and agricultural production. The review highlights the importance of catchment-scale models in understanding the impact of land use on local ecosystems, particularly in relation to water quality, biodiversity, and soil services. By examining various international catchment-scale models, with an emphasis on the micro and macro disparities, the paper identifies key methodological lessons and future opportunities to enhance these frameworks for more effective policy design and environmental management. The review is structured around a conceptual framework that categorises models into environmental models, which focus on ecosystem dynamics, and physical models, which examine structural and material aspects of land use systems, as well as human dimensions, with a specific focus on reducing net emissions and improving land productivity. This relationship is described through a conceptual framework. The paper also emphasises the significance of spatial and temporal factors in these models, noting gaps in the literature limited integration of food production into catchment models, underrepresentation of localised/catchment-level modelling, data limitations, particularly lack of georeferenced micro-level data, inadequate incorporation of climate change scenarios and temporal variability, weak integration of biophysical, economic, and social factors, insufficient analysis of policy and governance impacts at catchment scale and lack of farm-specific, actionable recommendations. The research highlights the critical need for enhanced data accessibility, environmental model maintainability, standardised land use variable definitions, and improved georeferencing in land use modelling. The findings emphasise the importance of long-term projections, integration of social, economic, and biophysical factors, and open data initiatives to bolster essential research infrastructure and foster stakeholder engagement for more effective agricultural policy and environmental management.",2025,Luke Roche; Cathal O'Donoghue; David Styles,Discover agriculture
40970204,Ocean warming drives tissue-wide metabolic reprogramming in a fish.,"Ocean warming and marine heatwaves are predicted to have adverse impacts on marine organisms. Yet, knowledge of the molecular mechanisms that underpin successful or failed acclimation to increasing temperatures remains incomplete. We conducted an aquaria-based study of early-life stage clownfish comprising of six thermal regimes, measuring the metabolic, and multi-tissue transcriptional response of <i>Amphiprion ocellaris</i> using seven tissues. Sampling at 31°C increased metabolic rates in fish reared at 28°C; however, these effects were reduced with increasing developmental rearing at 31°C. Transcriptomic analysis revealed multi-tissue reprogramming of metabolic processes at +3°C, particularly in the liver-pancreas axis. Importantly, chronic larval-juvenile exposure to +3°C induced the acclimation of metabolic rates and caused the upregulation of oxidative phosphorylation (liver) and the downregulation of insulin secretion (pancreas). These results indicate that temperature increase will drive tissue-wide metabolic reprogramming in fish, with changes in key energetic pathways underpinning fish's ability to acclimate to warming.",2025,Billy Moore; Shannon McMahon; Michael Izumiyama; Taewoo Ryu; Timothy Ravasi,iScience
40970201,Seasonal shifts in pan-Arctic Ocean downward radiation and key drivers.,"The Arctic, highly sensitive to climate change, is warming rapidly due to increasing greenhouse gas emissions, resulting in a significant rise in downward radiation over the pan-Arctic Ocean in recent decades. However, the key drivers and their relative contributions remain unclear. This study identifies and quantifies the seasonal impacts of four critical environmental factors-temperature, sea ice concentration (SIC), specific humidity, and latent heat flux-on downward radiation. Results show that temperature dominates during the cold season (October-March), contributing 39.33%, while in the warm season (April-September), temperature and SIC are primary contributors, at 42.18% and -30.57%, respectively. Notably, latent heat flux has a contrasting seasonal effect: it enhances radiation in the cold season but suppresses it in the warm season. These findings reveal the mechanisms underlying Arctic radiative changes and offer valuable insights into the region's climate response under global warming.",2025,Yujun Liu; Haiyan Li; Yijun He; Yingying Liu,iScience
40970194,Guidelines for inclusive and equitable energy and transport modeling.,"Energy and transport models are powerful tools for shaping policy, development pathways, and financial decisions. However, these models often fail to account for gender equality and social inclusion (GESI), perpetuating systemic inequities and excluding the needs of marginalized communities. This perspective presents guidelines, developed through a collaborative process informed by a scoping literature review and expert consultation with modelers and social scientists, for integrating GESI into large-scale energy and transport systems modeling processes, particularly in low- and lower middle-income countries. By addressing key challenges-such as data disaggregation, the limits of current model architectures, and the complexities of quantifying social factors-we outline steps to incorporate GESI considerations throughout every stage of the modeling life cycle. While developed with energy and transport systems in mind, the principles of these guidelines are broadly applicable to other infrastructure modeling domains. Ultimately, this work demonstrates how inclusive modeling practices can produce more equitable, context-sensitive results, and foster sustainable development outcomes.",2025,Marissa Bergman; Julia Tomei; Stephanie Hirmer; Beatrice Stockport; Fatima Afifah; James Dixon; Leonhard Hofbauer; Alycia Leonard; Pietro Lubello; Elena Pierard Manzano; Brunilde Verrier; Margaux Daly; Neve Fields; Francesco Gardumi; Steve Pye; Mourice Kausya; Kirsty Mackinlay; Kevin Nayema; Elsie Onsongo; Divya Subash Kumar,iScience
40970164,Changes in potential distribution and cultivation areas of <i>Allium victorialis</i> L. under climate change.,"Climate change has profoundly reshaped the spatiotemporal distribution patterns of plants. <i>A. victorialis</i>, a wild vegetable with significant edible and medicinal value, is highly favored by residents in the upper reaches of the Dadu River - Minjiang River, leading to its extensive collection and utilization. This study simulated the potential distribution of <i>A. victorialis</i> in the upper reaches of the Dadu River-Minjiang River using an ensemble model, predicting the impacts of future climate change on its distribution, the migration patterns of the centroid of suitable habitats, and its ecological niche. Additionally, a production dynamic model integrating ecological suitability and nutritional components of <i>A. victorialis</i> was constructed to delineate its current and future potential cultivation areas. The results demonstrated that the annual temperature range, precipitation in the warmest quarter, and temperature seasonality coefficient are the main factors restricting the potential distribution of <i>A. victorialis</i> Multivariate environmental similarity and the most dissimilar variable analysis revealed significant climate anomalies in the study area, indicating that future climate change will have a substantial impact on <i>A. victorialis.</i> In the current period, the suitable habitats and high-yield cultivation areas of <i>A. victorialis</i> are concentrated in low-altitude river valleys in the upper reaches of the Dadu River - Minjiang River. Under future scenarios, highly suitable habitats and first-class cultivation areas will face shrinkage, with the ecological niche and distribution centroid migrating northeastward. By 2090, under the SSP5-8.5 scenario, the changes will be most drastic: first-class cultivation areas will disappear entirely, and highly suitable habitats will be nearly lost. This study will facilitate the development of suitable management strategies for <i>A. victorialis</i> in the upper reaches of the Dadu River-Minjiang River, providing a scientific reference for the sustainable utilization of mountain plant resources under climate change.",2025,Yi Huang; Jian Yang; Guanghua Zhao; Yang Yang; Wuzhi Jiaba; Jialin Li; Tingyong Yang; Jianmin Yao,Frontiers in plant science
40969614,Integrating Ubuntu: embedding African philosophy into disaster risk reduction and management.,No Abstract Found,2025,Wilfred Lunga; Mkhokheli Sithole; Charles Musarurwa; Eugene Nawanti Kombaté; Tendayi Marovah,Frontiers in sociology
40969604,"Market shocks, climate vulnerability, and income loss in informal indigenous food systems: evidence from street vendors in Durban, South Africa.","Indigenous food crops are vital for nutrition security, climate resilience, and inclusive livelihoods, aligning with Sustainable Development Goals 2 (Zero Hunger), 8 (Decent Work and Economic Growth), and 13 (Climate Action). Yet, the street vendors who distribute these crops remain highly vulnerable to overlapping socio-environmental disruptions. This study investigates how compound shocks (the 2022 Durban floods, the COVID-19 pandemic, and the 2021 civil unrest) affect the economic sustainability of indigenous food crop vendors in South Africa. A cross-sectional survey of 34 vendors at Durban's Warwick Early Morning Market was conducted, with data analyzed using descriptive statistics, and robust regression modeling. Results show that 88% of vendors experienced income loss due to flooding, 71% due to COVID-19, and 68% due to unrest. The regression model identified lack of cold storage (<i>β</i> = 1.53, <i>p</i> < 0.01), crop perishability (<i>β</i> = 1.10, <i>p</i> < 0.05), and exposure to these shocks as statistically significant predictors of income reduction. These findings highlight the urgent need for inclusive urban food governance, investment in post-harvest infrastructure, and support for informal vendors as key actors in achieving SDG-aligned, climate-resilient food systems.",2025,Xolile Mkhize; Thobani Cele,Frontiers in nutrition
